id,name,original_season_id,real_name,dob,gender,hometown,location,type,miss_con,final_place,safe,win,high,btm,birth_year,age
Q430,Maddy Morphosis,F10S14,Daniel Truitt,"September 2, 1994",Male,"Fayetteville, AR, USA","Fayetteville, AR, USA",Pageant,0.0,10,2,0,0,1,1994.0,29.0
Q431,Orion Story,F10S14,Chance Lambert,"June 25, 1996",,"Grand Rapids, MI, USA","Grand Rapids, MI, USA",Pageant,0.0,11,1,0,0,0,1996.0,27.0
Q432,Willow Pill,F10S14,Willow Patterson,"January 22, 1995",Trans Femme,"Denver, CO, USA","Chicago, IL, USA",Comedy,0.0,1,4,2,6,2,1995.0,28.0
Q433,Pangina Heals,F20S01,Pan Pan Narkprasert(TH: ปันปัน นาคประเสริฐ)[6],"July 21, 1988",Male,"Samut Prakan, Thailand","Bangkok, Thailand",Club,0.0,6,0,4,2,0,1988.0,35.0
Q434,Ariel Rec,F18S02,Rubén Carrascosa,"July 5, 1988",Male,"Madrid, MD, Spain","Madrid, MD, Spain",Club,0.0,11,1,0,0,0,1988.0,35.0
Q435,Diamante Merybrown,F18S02,Jhemeler Castillo,"October 29, 1995",Non-Binary,"Zaragoza, AR, Spain","Madrid, MD, Spain",Club,0.0,7,2,0,1,1,1995.0,28.0
Q436,Drag Sethlas,F18S02,Borja Casillas Toledo,"January 26, 1991",Male,"Las Palmas, CN, Spain","Las Palmas, CN, Spain",Spooky,0.0,6,3,1,1,0,1991.0,32.0
Q437,Estrella Xtravaganza,F18S02,Fernando Carretero Vega,"December 2, 1995",Male,"Barcelona, CT, Spain","Madrid, MD, Spain",Look,0.0,2,4,2,1,2,1995.0,28.0
Q438,Jota Carajota,F18S02,Juan José Torres,"December 24, 2002",,"Jerez de la Frontera, Cádiz, AN, Spain","Madrid, MD, Spain",Look,0.0,9,1,0,0,1,2002.0,21.0
Q439,Juriji Der Klee,F18S02,Julia Carmen Rivet Jimenez,"August 8, 1990",Female,"Brussels, Belgium","Brussels, Belgium",Club,0.0,5,3,0,3,1,1990.0,33.0
Q440,Marina,F18S02,Joan López Galo,34,Non-Binary,"Barcelona, CT, Spain","Madrid, MD",Comedy,0.0,4,3,1,2,2,1988.0,35.0
Q441,Marisa Prisa,F18S02,Javier Eijo,"May 9, 1993",Male,,"Burela, GA, Spain",Pageant,0.0,12,0,0,0,0,1993.0,30.0
Q442,Onyx,F18S02,Pablo Durango,"May 29, 1988",Genderfluid (In Drag)Male (Out of Drag),,"Madrid, MD, Spain",Spooky,0.0,8,1,1,0,0,1988.0,35.0
Q443,Samantha Ballentines,F18S02,Francisco José Sánchez Jiménez,"July 13, 1986",Male,,"Cádiz, AN, Spain",Pageant,1.0,10,0,0,0,2,1986.0,37.0
Q444,Sharonne,F18S02,Cristóbal Garrido,"June 1, 1976",Male,,"Barcelona, CT, Spain",Pageant,0.0,1,1,4,5,0,1976.0,47.0
Q445,Venedita Von Däsh,F18S02,Borja Lison,"April 7, 1991",Male,"Elche, VC, Spain","Madrid, MD, Spain",Look,0.0,3,3,2,3,1,1991.0,32.0
Q446,The Vivienne,F11S07,James Williams,"April 12, 1992",,"Colwyn Bay, Denbighshire, Wales, UK","Liverpool, Merseyside, England, UK",Pageant,0.0,8,6,3,1,0,1992.0,31.0
Q447,Elips,F21S01,Ely Mechain,26,,,"Bordeaux, NAQ, France",Club,1.0,6,2,0,1,0,1996.0,27.0
Q448,Kam Hugh,F21S01,Camille Chailan,"July 14, 1998",,"Aubenas, ARA, France","Paris, IDF, France",Look,0.0,7,1,1,0,0,1998.0,25.0
Q449,La Big Bertha,F21S01,Loïc Assemat,36,,"Castres, OCC, France","Paris, IDF, France",Comedy,0.0,5,0,0,2,1,1986.0,37.0
Q450,La Briochée,F21S01,Maëva Trioux,31,Female,"Royan, NAQ, France","Palaiseau, Paris, IDF, France",Comedy,0.0,8,2,0,0,0,1991.0,32.0
Q451,La Grande Dame,F21S01,Yannick Martin Androf,23,,"Nice, PAC, France","Paris, IDF, France",Club,0.0,2,2,2,2,0,1999.0,24.0
Q452,La Kahena,F21S01,Malek Ben Halima,29,,"Tunis, Tunisia","Paris, IDF, France",Spooky,0.0,10,0,0,0,0,1993.0,30.0
Q454,Lova Ladiva,F21S01,Sébastien Ducellier,32,,"Toulouse, OCC, France","Paris, IDF, France",Pageant,0.0,9,0,0,0,1,1990.0,33.0
Q455,Paloma,F21S01,Hugo Bardin,"June 30, 1991",,"Clermont-Ferrand, ARA, France","Paris, IDF, France",Pageant,0.0,1,1,3,2,1,1991.0,32.0
Q456,Soa de Muse,F21S01,Soa,30,Non-Binary,"Saint-Denis, Paris, IDF, France","Paris, IDF, France",Club,0.0,3,0,3,2,2,1992.0,31.0
Q463,Kaos,F15S03,Jesilo Devon Bernard,"April 16, 1994",Non-Binary,"Winnipeg, MB, Canada","Calgary, AB, Canada",Spooky,0.0,9,1,0,1,0,1994.0,29.0
Q474,Minnie Cooper,F17S02,Aaron Farley,49,,,"Syndey, Australia",Comedy,0.0,7,2,0,1,0,1973.0,50.0
Q476,Pomara Fifth,F17S02,Brad Kennedy,"May 15, 1993",,"Sydney, Australia","Sydney, Australia",Comedy,0.0,8,2,0,0,0,1993.0,30.0
Q477,Spankie Jackzon,F17S02,Blair Macbeth,"November 4, 1984",,,"Palmerston North, New Zealand",Comedy,0.0,1,0,3,3,1,1984.0,39.0
Q478,Yuri Guaii,F17S02,Eliot Ireland,25,,,"Auckland, New Zealand",Pageant,0.0,6,0,1,2,0,1997.0,26.0
